Signum,Plats,Socken,Härad,Kommun,Placering,Koordinater,Runtyper,Korsform,Period,Stilgruppering,Ristare,Materialtyp,Material,Föremål,Latitude_orig,Longtitude_orig,Latitude_add,Longtitude_add,Latitude_mix,Longtitute_mix
U 6 $ ,Björkö,Adelsö sn,Färentuna ,Ekerö,"SHM (5208, 30573, 30574)",6580150.16,,"A1; B1; ?; D3; E3, E7; F3; 0",V,Pr3?,Östen 1 (A),sten,sandsten,10 fragment av runsten,59.35874222,,59.2975,17.8142,59.35874222,17.8142
U 9 $ ,Björkö,Adelsö sn,Färentuna ,Ekerö,"SHM (14515, 14201, 14926:2, 14980, 14926:1, 15140:1, 14134, 15140:2)",6580700.16,,,V,RAK?,,sten,sandsten,8 fragment av runsten,59.36368999,,59.2975,17.8142,59.36368999,17.8142
U 10 $ ,Dalby,Adelsö sn,Färentuna ,Ekerö,Adelsö kyrka,6587146.16,,,V,RAK?,,sten,röd sandsten,runsten,59.42158156,,59.2975,17.8142,59.42158156,17.8142
U 11  ,Hovgården,Adelsö sn,Färentuna ,Ekerö,,6583430.16,,,V 1075-1085,Pr4,Olev (A); Torgöt Fotsarve (A),sten,grå granit,jordfast stenblock,59.38822225,,59.2975,17.8142,59.38822225,17.8142
U 12 † ,Bona,Munsö sn,Färentuna ,Ekerö,,6588100.16,,,V,?,,sten,,berghäll,59.43016588,,59.2975,17.8142,59.43016588,17.8142
U 13  ,Husby,Munsö sn,Färentuna ,Ekerö,,6584350.16,,,V,?,,sten,granit,fragment av runsten,59.39650124,,59.2975,17.8142,59.39650124,17.8142
U 14  ,Österås,Munsö sn,Färentuna ,Ekerö,,6583234.16,,A1 (?); B1; C6; D4; 0; F3; 0,V,Pr1,,sten,granit,runsten,59.38648878,,59.2975,17.8142,59.38648878,17.8142
U 15 M ,Ekerö kyrka,Ekerö sn,Färentuna ,Ekerö,I vapenhuset.,6573999.161,,,M,,,sten,rödaktig sandsten,gravhäll,59.30357001,,59.2975,17.8142,59.30357001,17.8142
U 16 † ,Nibble,Ekerö sn,Färentuna ,Ekerö,,6575300.161,,"A4; B1; C1, C8; D4, D5; E2; F3; 0",V,?,,sten,,runsten,59.3152614,,59.2975,17.8142,59.3152614,17.8142
U 17  ,Skytteholm,Ekerö sn,Färentuna ,Ekerö,,6578416.161,,"A2; B2; C1, C8; D1; 0; F3; 0",V,Pr2,,sten,granit,runsten,59.34325095,,59.2975,17.8142,59.34325095,17.8142
U 18  ,Stavsund,Ekerö sn,Färentuna ,Ekerö,,6575667.161,,A1; B4; 0; D1; E7; F3; 0,V,Fp?,,sten,gnejs,runsten,59.31857435,,59.2975,17.8142,59.31857435,17.8142
U 19  ,Älby,Ekerö sn,Färentuna ,Ekerö,,6575677.161,,"A4; B3; C8, C9; D1, D2; 0; F3; 0",V,RAK,Torbjörn 2 (A),sten,sandsten,runsten,59.31867279,,59.2975,17.8142,59.31867279,17.8142
U 20 $ ,Färentuna kyrka,Färentuna sn,Färentuna ,Ekerö,I norra sakristimuren.,6587111.161,,,V,?,Torbjörn skald (A),sten,granit,fragment av runsten,59.42135511,,59.2975,17.8142,59.42135511,17.8142
U 22 $ ,Kungsberga,Färentuna sn,Färentuna ,Ekerö,,6588248.16,,,V,Pr2 - Pr3,,sten,gnejs,runsten,59.43157354,,59.2975,17.8142,59.43157354,17.8142
U 23  ,Hilleshögs kyrka,Hilleshögs sn,Färentuna ,Ekerö,,6587122.161,,"A1; B1; C6, C7, C9; D1; 0; F3; 0",V,Pr5,Öpir 1 (S),sten,sandsten,2 delar av runsten,59.4214711,,59.2975,17.8142,59.4214711,17.8142
U 24  ,Hilleshögs kyrka,Hilleshögs sn,Färentuna ,Ekerö,,6587108.161,,,V,?,Torbjörn skald (A) [Källström 1999:54f],sten,sandsten,fragment av runsten,59.42135394,,59.2975,17.8142,59.42135394,17.8142
U 25  ,Hilleshögs kyrka,Hilleshögs sn,Färentuna ,Ekerö,,6587129.161,,A9; B1; 0; 0; 0; F1; 0,V,?,,sten,gnejs,runsten,59.42155105,,59.2975,17.8142,59.42155105,17.8142
U 26  ,Hilleshögs kyrka,Hilleshögs sn,Färentuna ,Ekerö,I södra ytterväggen av sakristian.,6587121.161,,A1; B1; 0; D1; E4; F3; 0,V,?,,sten,sandsten,runsten,59.42148771,,59.2975,17.8142,59.42148771,17.8142
U 27  ,Hilleshögs kyrka,Hilleshögs sn,Färentuna ,Ekerö,I fönstret i sakristians södra yttervägg.,6587119.161,,A5; B2; 0; D1; E4; F2; 0,V,?,,sten,sandsten,runsten,59.42147822,,59.2975,17.8142,59.42147822,17.8142
U 28  ,Hilleshögs kyrka,Hilleshögs sn,Färentuna ,Ekerö,,6587108.161,,,V,?,,sten,sandsten,fragment av runsten,59.42138789,,59.2975,17.8142,59.42138789,17.8142
U 29 $ ,Hillersjö,Hilleshögs sn,Färentuna ,Ekerö,,6586808.161,,,V,Pr4,Torbjörn skald (S),sten,,berghäll,59.41870241,,59.2975,17.8142,59.41870241,17.8142
U 30  ,Kvarsta,Hilleshögs sn,Färentuna ,Ekerö,,6586647.161,,,V,Pr2,,sten,gnejs,runsten,59.41726507,,59.2975,17.8142,59.41726507,17.8142
U 31  ,Väntholmen,Hilleshögs sn,Färentuna ,Ekerö,,6590150.161,,,V,?,,sten,,runsten,59.44872905,,59.2975,17.8142,59.44872905,17.8142
U 32  ,Stockby,Sånga sn,Färentuna ,Ekerö,,6581461.161,,"A4; B2; C1, C10; D1; E5; F3; 0",V,Pr1,,sten,granit,runsten,59.3707131,,59.2975,17.8142,59.3707131,17.8142
U 33 † ,Stockby,Sånga sn,Färentuna ,Ekerö,,6581550.161,,,V,?,,sten,,fragment av runsten,59.37152057,,59.2975,17.8142,59.37152057,17.8142
U 34  ,Sundby,Sånga sn,Färentuna ,Ekerö,,6582452.161,,A4; B1; C3; D1; E5; F3; 0,V,Pr1,Balle (A),sten,,runsten,59.37962852,,59.2975,17.8142,59.37962852,17.8142
U 35 $ ,Svartsjö,Sånga sn,Färentuna ,Ekerö,,6584106.161,,,V,Pr2,,sten,granit,runsten,59.39448917,,59.2975,17.8142,59.39448917,17.8142
U 36  ,Svartsjö djurgård,Sånga sn,Färentuna ,Ekerö,,6582488.161,,A1; B1; C8; D1; 0; F3; 0,V,Pr4,Öpir 1 (S),sten,granit,runsten,59.3799682,,59.2975,17.8142,59.3799682,17.8142
U 37  ,Säby,Sånga sn,Färentuna ,Ekerö,,6585200.161,,"A1; B1; 0; D1; E1, E7; F3; 0",V,Pr2,Torbjörn skald (S),sten,granit,runsten,59.40432931,,59.2975,17.8142,59.40432931,17.8142
U 38  ,Säby,Sånga sn,Färentuna ,Ekerö,,6585201.161,,,V,Pr2?,Balle (A) [Stille 1999b:158],sten,gnejsgranit,runsten,59.40434642,,59.2975,17.8142,59.40434642,17.8142
U 39 †$ ,Torslunda,Sånga sn,Färentuna ,Ekerö,,6583250.161,,"A4; B1; C1, C8; D1; E4; F3; 0",V,Pr2?,,sten,,bergvägg,59.38683513,,59.2975,17.8142,59.38683513,17.8142
U 40  ,Eneby,Skå sn,Färentuna ,Ekerö,,6579050.161,,,V,Pr3,Troligen samma som gjort U 52.,sten,granit,runsten,59.34912828,,59.2975,17.8142,59.34912828,17.8142
U 41  ,Kumla,Skå sn,Färentuna ,Ekerö,,6582658.161,,A4; B1; 0; D1; E3; F3; 0,V,Pr3,Ärnfast (S),sten,,berghäll,59.38153525,,59.2975,17.8142,59.38153525,17.8142
U 42  ,Troxhammar,Skå sn,Färentuna ,Ekerö,,6579503.161,,,V,Pr4,,sten,,runsten,59.35321215,,59.2975,17.8142,59.35321215,17.8142
U 43  ,Törnby,Skå sn,Färentuna ,Ekerö,,6579970.161,,"A4; B1; C6, C7; D1; E3; F3; 0",V,Pr3,Ärnfast (S),sten,granit,runsten,59.35741368,,59.2975,17.8142,59.35741368,17.8142
U 44 $ ,Törnby,Skå sn,Färentuna ,Ekerö,,6580222.161,,,V,Pr4,Snare (S),sten,granit,runsten,59.35968453,,59.2975,17.8142,59.35968453,17.8142
U 45 $ ,Törnby,Skå sn,Färentuna ,Ekerö,,6580026.161,,A1; B1; C8; D3; 0; F3; 0,V,Pr4,Sven 4 (S),sten,granit,jordfast stenblock,59.35793241,,59.2975,17.8142,59.35793241,17.8142
U 46  ,Lovö kyrka,Lovö sn,Färentuna ,Ekerö,,6579579.162,,A1; B1; 0; D3; 0; F3; 0,V,?,,sten,,runsten,59.35392634,,59.2975,17.8142,59.35392634,17.8142
U 47  ,Lovö kyrka,Lovö sn,Färentuna ,Ekerö,På Lovö kyrkogård (ATA 5732/52).,6579582.162,,A4; B1; 0; D4; E3; F3; 0,V,Pr3,Ärnfast (A),sten,granit,runsten,59.35396113,,59.2975,17.8142,59.35396113,17.8142
U 48  ,Lovö kyrka,Lovö sn,Färentuna ,Ekerö,,6579583.162,,A1; B1; C9; 0; E9; F3; 0,V,Pr4,,sten,granit,runsten,59.35397794,,59.2975,17.8142,59.35397794,17.8142
U 49 $ ,Lovö kyrka,Lovö sn,Färentuna ,Ekerö,,6579589.162,,A1; B1; C8; D1; E6; F3; 0,V s 1000-t,Pr3?,Samma som gjort U 50.,sten,sandsten,runsten,59.35403961,,59.2975,17.8142,59.35403961,17.8142
U 50  ,Lovö kyrka,Lovö sn,Färentuna ,Ekerö,,6579606.162,,"A1; B1; C7, C8; D1; E6; F3; ",V s 1000-t,?,Samma som gjort U 49.,sten,sandsten,runsten,59.35420003,,59.2975,17.8142,59.35420003,17.8142
U 51 † ,Drottningholm,Lovö sn,Färentuna ,Ekerö,,6580350.162,,,V,Pr3,Ärnfast (A),sten,,runsten,59.36088873,,59.2975,17.8142,59.36088873,17.8142
U 52  ,Edeby,Lovö sn,Färentuna ,Ekerö,,6577921.162,,,V,Pr3,Troligen samma som gjort U 40.,sten,,berghäll,59.3390845,,59.2975,17.8142,59.3390845,17.8142
U 53  ,Kåkbrinken,Stockholm,,Stockholm,,6580402.163,,,V,Pr4,,sten,granit,runsten,59.36137108,,59.3293,18.0686,59.36137108,18.0686
U 54 † ,Riddarholmskyrkan,Stockholm,,Stockholm,,6580377.163,,,V,?,,sten,,runsten,59.36115423,,59.3293,18.0686,59.36115423,18.0686
U 55 † ,Ekeby,Stockholm,,Stockholm,,6583775.162,,,V,?,,sten,,fragment av runsten,59.39167512,,59.3293,18.0686,59.39167512,18.0686
U 56 $ ,Glia,Stockholm,,Stockholm,,6582685.162,,A1; B1; 0; D4; E9; F2; 0,V,Pr2,,sten,gnejs,runsten,59.38189477,,59.3293,18.0686,59.38189477,18.0686
U 57  ,Riksby,Stockholm,,Stockholm,"Stockholms stadsmuseum (274), eventuellt försvunnen.",6581872.162,,A8; B2; 0; 0; 0; F1; 0 & A8; B2; C1; 0; 0; F1; 0,V,Pr3,,sten,gnejs,fragment av runsten,59.37460178,,59.3293,18.0686,59.37460178,18.0686
U 58  ,Riksby,Stockholm,,Stockholm,,6581758.162,,A3; B3; C4; D1; E3; F3; 0,V,Pr4,Torgöt Fotsarve (A),sten,gnejsgranit,berghäll,59.37358562,,59.3293,18.0686,59.37358562,18.0686
U 59  ,Riksby,Stockholm,,Stockholm,,6581754.162,,,V,Pr4,Ulv 2 (S); Fastulv 2 ? (S),sten,gnejsgranit,berghäll,59.37355721,,59.3293,18.0686,59.37355721,18.0686
U 60  ,Ängby,Stockholm,,Stockholm,,6582950.162,,"A4; B2; C9, C10; D1; E3; F3; 0",V ca 1100,Pr3 - Pr4,Samma som gjort U 124.,sten,gnejs,runsten,59.3843045,,59.3293,18.0686,59.3843045,18.0686
U 61  ,Spånga kyrka,Spånga sn,Sollentuna ,Stockholm,,6587527.162,,"A4; B3; C6, C7; D1; 0; F3; G6 & A1; B2; 0; D1; E9; F3; 0",V,RAK,Gunnar (A),sten,granit,runsten,59.42541227,,59.3293,18.0686,59.42541227,18.0686
U 62  ,Spånga kyrka,Spånga sn,Sollentuna ,Stockholm,,6587543.162,,A4; B1; 0; D4; E3; F3; 0,V,Pr3,Fot 2 (A),sten,gnejs,runsten,59.42556337,,59.3293,18.0686,59.42556337,18.0686
U 63 $ ,Spånga kyrka,Spånga sn,Sollentuna ,Stockholm,I vapenhuset. Ett fragment inmurat på utsidan av södra långhusmuren.,6587543.162,,A4; B1; C8; D1; E3; F3; 0,V,?,Olev (A) [Källström 2010e],sten,röd sandsten,fragment av runsten,59.42557077,,59.3293,18.0686,59.42557077,18.0686
U 64 M ,Spånga kyrka,Spånga sn,Sollentuna ,Stockholm,I vapenhuset.,6587543.162,,,M,,,sten,rödbrun sandsten,"gravhäll, lockhäll",59.42557814,,59.3293,18.0686,59.42557814,18.0686
U 65 $ ,Spånga kyrka,Spånga sn,Sollentuna ,Stockholm,I vapenhuset.,6587553.162,,,V,?,,sten,rödbrun sandsten,fragment av runsten,59.42567528,,59.3293,18.0686,59.42567528,18.0686
U 66 $ ,Spånga kyrka,Spånga sn,Sollentuna ,Stockholm,I vapenhuset.,6587543.162,,,V,?,Visäte (A) [Källström 1992],sten,sandsten,fragment av runsten,59.4255928,,59.3293,18.0686,59.4255928,18.0686
U 67  ,Spånga kyrka,Spånga sn,Sollentuna ,Stockholm,I vapenhuset.,6587543.162,,,V,?,Öpir 1 (A) [för få runor för attr. enl. Åhlén 1997],sten,sandsten,fragment av runsten,59.42560008,,59.3293,18.0686,59.42560008,18.0686
U 68  ,Spånga prästgård,Spånga sn,Sollentuna ,Stockholm,I vapenhuset.,6587500.162,s och t är kortkvistrunor,,V,?,Visäte (A),sten,sandsten,fragment av runsten,59.4252212,,59.3293,18.0686,59.4252212,18.0686
U 69  ,Eggeby,Spånga sn,Sollentuna ,Stockholm,,6588251.162,,A4; B1; 0; D4; E7; F3; 0,V,RAK,Gunnar (A),sten,gnejs,runsten,59.43197221,,59.3293,18.0686,59.43197221,18.0686
U 70 † ,Flysta,Spånga sn,Sollentuna ,Stockholm,,6585300.162,,,V,Pr1,Torbjörn skald (S),sten,,runsten,59.40548015,,59.3293,18.0686,59.40548015,18.0686
U 71 † ,Granby,Spånga sn,Sollentuna ,Stockholm,,6588500.162,,,V,?,,sten,,fragment av runsten,59.43422252,,59.3293,18.0686,59.43422252,18.0686
U 72  ,Hansta ,Spånga sn,Sollentuna ,Stockholm,Skansen,6590906.162,,"A4; B2; C2, C6; D1; E5; F3; 0",V,Pr3,Visäte (A),sten,granit,runsten,59.45583487,,59.3293,18.0686,59.45583487,18.0686
U 73  ,Hansta ,Spånga sn,Sollentuna ,Stockholm,,6590906.162,,"A4; B4; C8; D1, D2; 0; F3; 0",V,Pr3,Visäte (A),sten,granit,runsten,59.45584198,,59.3293,18.0686,59.45584198,18.0686
U 74  ,Husby,Spånga sn,Sollentuna ,Stockholm,,6589390.162,,"A4; B1; C6, C7; D1; E5; F3; G3, G4",V,Pr3,Visäte (S),sten,gnejs,runsten,59.4422358,,59.3293,18.0686,59.4422358,18.0686
U 75  ,Kista,Spånga sn,Sollentuna ,Stockholm,,6589460.162,,A4; B1; C9; D1; E3; F3; 0,V,Pr4,Visäte (A),sten,granit,runsten,59.44287143,,59.3293,18.0686,59.44287143,18.0686
U 76  ,Kista,Spånga sn,Sollentuna ,Stockholm,SHM (22174),6589400.162,,,V,Pr4,,sten,granit,fragment av runsten,59.44233967,,59.3293,18.0686,59.44233967,18.0686
U 77 $ ,Råsta,Spånga sn (nu Sundbyberg),Sollentuna ,Stockholm,,6586218.162,,,V,Pr4,Torgöt Fotsarve (A); Olev (A) [Källström 2010e:191f],sten,gråsten,runsten,59.41377306,,59.3293,18.0686,59.41377306,18.0686
U 78  ,Råsta,Spånga sn (nu Sundbyberg),Sollentuna ,Sundbyberg,I Sundbybergs hembygdsmuseum.,6586218.162,,A1; B1; C10; D1; 0; F3; 0,V,Pr5,"Öpir 1 (A) [ej Öpir, Åhlén 1997]",sten,gråsten,runsten,59.41378001,,59.361,17.97,59.41378001,17.97
U 79  ,Skesta,Spånga sn,Sollentuna ,Stockholm,Vid Hässelby slott.,6586918.162,,"A4; B3; C6, C7; D1, D4; E3; F3; 0",V,Pr3,Ärnfast (S),sten,granit,runsten,59.42007278,,59.3293,18.0686,59.42007278,18.0686
U 80  ,Sundby,Spånga sn,Sollentuna ,Stockholm,,6585360.162,,A4; B1; C2; D3; E3; F3; 0,V,Pr4,Torgöt Fotsarve (A); Fot 2 (A); Ärnfast (A); Olev (A) [Källström 2010e:191f],sten,,berghäll,59.40608916,,59.3293,18.0686,59.40608916,18.0686
U 81  ,Sundby,Spånga sn,Sollentuna ,Stockholm,,6585360.162,,,V,?,"(Ärnmund (S) enligt Axelson 1993, anges dock inte i UR 1:111)",sten,,berghäll,59.40609602,,59.3293,18.0686,59.40609602,18.0686
U 82 $ ,Järfälla kyrka,Järfälla sn,Sollentuna ,Järfälla,SHM (23892),6589391.162,,,V,?,,sten,grå granit,runsten,59.44230033,,59.414,17.8354,59.44230033,17.8354
U 83 †$ ,Järfälla kyrka,Järfälla sn,Sollentuna ,Järfälla,,6589391.162,,,V,?,,sten,,runsten,59.44230714,,59.414,17.8354,59.44230714,17.8354
U 84  ,Egglunda,Järfälla sn,Sollentuna ,Järfälla,Nu vid gravfältet Fruns backe.,6588984.162,,,V,Pr4,,sten,granit,runsten,59.43865916,,59.414,17.8354,59.43865916,17.8354
U 85  ,Lövsta,Järfälla sn (nu Spånga sn),Sollentuna ,Stockholm,"Vid Hässelby museum, Spånga sn.",6586900.161,,"A1; B1; C7; D4; E1, E7; F3; 0",V,?,,sten,gnejs,runsten,59.41995205,,59.3293,18.0686,59.41995205,18.0686
U 86  ,Skylsta,Järfälla sn,Sollentuna ,Järfälla,,6588233.161,,"A4; B1; C2, C6, C7; D1; E3; F3; 0",V,Pr4,,sten,,berghäll,59.43192881,,59.414,17.8354,59.43192881,17.8354
U 87 † ,Skylsta,Järfälla sn,Sollentuna ,Järfälla,,6588233.161,,,V,?,,sten,,fragment av runsten,59.4319355,,59.414,17.8354,59.4319355,17.8354
U 88  ,Skälby,Järfälla sn,Sollentuna ,Järfälla,,6588531.162,,"A3; B1; C7, C8; D3; E1; F3; 0",V,Pr4?,,sten,,runsten,59.43461814,,59.414,17.8354,59.43461814,17.8354
U 89  ,Skälby,Järfälla sn,Sollentuna ,Järfälla,,6588524.162,,,V,Pr2,,sten,granit,runsten,59.43456191,,59.414,17.8354,59.43456191,17.8354
U 90  ,Säby,Järfälla sn,Sollentuna ,Järfälla,,6591251.162,,A4; B1; C2; D1; E3; F3; 0,V,Pr4,Olev (A); Fot 2 (A); Ärnfast (A),sten,,berghäll,59.45905633,,59.414,17.8354,59.45905633,17.8354
U 91  ,Vible,Järfälla sn,Sollentuna ,Järfälla,I Jakobsbergs park.,6590500.161,,"A4; B3; C8, C9; D1; E4; F3; 0",V,Pr3,,sten,skifferhaltig gråsten,runsten,59.4523191,,59.414,17.8354,59.4523191,17.8354
U 92  ,Vible,Järfälla sn,Sollentuna ,Järfälla,I Jakobsbergs park.,6590500.161,,"A1; B3; C9; D1; E3, E7; F3; 0",V,RAK,,sten,granit,runsten,59.45232564,,59.414,17.8354,59.45232564,17.8354
U 93 †$ ,Väddesta ,Järfälla sn,Sollentuna ,Järfälla,,6588672.162,,,V,?,,sten,,runsten,59.43591714,,59.414,17.8354,59.43591714,17.8354
U 94  ,Sollentuna kyrka,Sollentuna sn,Sollentuna ,Sollentuna,,6595907.162,,A1; B1; 0; D1; 0; F2; 0,V,?,,sten,gråsten,runsten,59.50089206,,59.4283,17.9505,59.50089206,17.9505
U 95  ,Sollentuna kyrka,Sollentuna sn,Sollentuna ,Sollentuna,,6595912.162,,"A1; B3; C7; D1; 0; F3; G2, G4, G6",V,RAK,,sten,granit,fragment av runsten,59.50094343,,59.4283,17.9505,59.50094343,17.9505
U 96  ,Edsberg,Sollentuna sn,Sollentuna ,Sollentuna,,6593117.162,,"A4; B1; C6, C7; D1; E3; F3; 0",V,Pr3??,,sten,granit,fragment av runsten,59.47585155,,59.4283,17.9505,59.47585155,17.9505
U 97 † ,Rotebro,Sollentuna sn,Sollentuna ,Sollentuna,,6597350.162,,A1; B3?; 0; D1; 0; F3; G6?,V,?,Kättil 2 (S),sten,,runsten,59.51386907,,59.4283,17.9505,59.51386907,17.9505
U 98 † ,Rotsunda,Sollentuna sn,Sollentuna ,Sollentuna,,6598200.162,,,V,?,,sten,,runsten,59.52150819,,59.4283,17.9505,59.52150819,17.9505
U 99  ,Skillinge,Sollentuna sn,Sollentuna ,Sollentuna,,6595847.162,,A1; B3; 0; D1; 0; F3; 0,V,Pr4,,sten,,berghäll,59.50038532,,59.4283,17.9505,59.50038532,17.9505
U 100  ,Skälby,Sollentuna sn,Sollentuna ,Sollentuna,,6595394.162,,"A3; B1; C9; D1, D4; E3; F3; 0",V,Pr4,,sten,gråsten,runsten,59.49632382,,59.4283,17.9505,59.49632382,17.9505
U 101  ,Södra Sätra,Sollentuna sn,Sollentuna ,Sollentuna,,6594049.162,,,V,Pr4,,sten,granit,jordfast stenblock,59.48425238,,59.4283,17.9505,59.48425238,17.9505
U 102 $ ,Viby,Sollentuna sn,Sollentuna ,Sollentuna,,6594547.162,,"A4; B3; C6, C8; D1; E1; F3; 0",V,Pr4,Fot 2 (A); Ärnfast (A),sten,,berghäll,59.48873054,,59.4283,17.9505,59.48873054,17.9505
U 103  ,Ytterby,Sollentuna sn,Sollentuna ,Sollentuna,I parken vid Sollentunaholm.,6596700.162,,,V,Pr1,Gunnar (A),sten,gråsten,runsten,59.50807011,,59.4283,17.9505,59.50807011,17.9505
U 104  ,Eds kyrka,Eds sn,Sollentuna ,Upplands-Väsby,"I Ashmolean Museum, Oxford.",6600430.162,,,V,Pr5,Öpir 1 (S),sten,sandsten,runsten,59.54157054,,59.5184,17.9113,59.54157054,17.9113
U 105 † ,Eds kyrka,Eds sn,Sollentuna ,Upplands-Väsby,,6600430.162,,,V,,,sten,,eventuellt gravhäll,59.54157672,,59.5184,17.9113,59.54157672,17.9113
U 106 $ ,Prästgården,Eds sn,Sollentuna ,Upplands-Väsby,,6600990.162,,"A3; B1; C6, C7; D1; E3; F3; 0",V,Pr3 - Pr4?,,sten,granit,runsten,59.54661148,,59.5184,17.9113,59.54661148,17.9113
U 107  ,Antuna,Eds sn,Sollentuna ,Upplands-Väsby,,6599075.162,,A1; B1?; C8; D1; 0; F3; 0,V,?,,sten,,runsten,59.52942152,,59.5184,17.9113,59.52942152,17.9113
U 108 $ ,Bisslinge,Eds sn,Sollentuna ,Upplands-Väsby,I källarväggen under mangårdsbyggnaden.,6598915.162,,A1; B1; C8 ; D1; 0; F3; 0,V,?,,sten,,runsten,59.52799086,,59.5184,17.9113,59.52799086,17.9113
U 109 † ,Bisslinge,Eds sn,Sollentuna ,Upplands-Väsby,,6598900.162,,,V,?,,sten,,runsten,59.52786222,,59.5184,17.9113,59.52786222,17.9113
U 110  ,Bisslinge,Eds sn,Sollentuna ,Upplands-Väsby,,6598904.162,,,V,?,,sten,granit,fragment av runsten,59.52790416,,59.5184,17.9113,59.52790416,17.9113
U 111 † ,Hjältarängen,Eds sn,Sollentuna ,Upplands-Väsby,,6599300.162,,,V,?,,sten,,stenblock,59.53146612,,59.5184,17.9113,59.53146612,17.9113
U 112  ,Kyrkstigen,Eds sn,Sollentuna ,Upplands-Väsby,,6599884.162,,,V,Pr4,Olev (A); Fot 2 (A); Torgöt Fotsarve (A),sten,,flyttblock,59.53671622,,59.5184,17.9113,59.53671622,17.9113
U 113 † ,Stenbron,Eds sn,Sollentuna ,Upplands-Väsby,,6600400.162,,,V,?,,sten,,fragment av runsten,59.54135568,,59.5184,17.9113,59.54135568,17.9113
U 114 $ ,Runby,Eds sn,Sollentuna ,Upplands-Väsby,,6602378.162,,,V,Pr4,,sten,,flyttblock,59.55912338,,59.5184,17.9113,59.55912338,17.9113
U 115 $ ,Runby,Eds sn,Sollentuna ,Upplands-Väsby,,6601754.162,,,V,Pr5,"Öpir 1 (A) [svagt grundad attr., Åhlén 1997]",sten,granit,fragment av runsten,59.55352595,,59.5184,17.9113,59.55352595,17.9113
U 116 $ ,Älvsunda,Eds sn,Sollentuna ,Upplands-Väsby,,6599908.162,,A4; B1; C9; D1; E3; F3; 0,V,Pr4,Tyrvi (S) [Åhlén 2004],sten,,jordfast stenblock,59.53695531,,59.5184,17.9113,59.53695531,17.9113
U 117  ,Älvsunda,Eds sn,Sollentuna ,Upplands-Väsby,,6599906.162,,,V,Pr4,Öpir 1 (A) [Åhlén 1997],sten,granit,runsten,59.53694317,,59.5184,17.9113,59.53694317,17.9113
U 118  ,Älvsunda,Eds sn,Sollentuna ,Upplands-Väsby,,6600063.162,,"A1; B2; C9, C10; D1; 0; F3; 0",V,Pr4,Öpir 1 (S),sten,granit,runsten,59.53835877,,59.5184,17.9113,59.53835877,17.9113
U 119  ,Älvsunda,Eds sn,Sollentuna ,Upplands-Väsby,Antuna park.,6600075.162,,"A4; B2; C9, C10; D1; 0; F3; 0",V,Pr3,Visäte (A),sten,gråsten,runsten,59.53847229,,59.5184,17.9113,59.53847229,17.9113
U 120 $ ,Solna kyrka,Solna sn,Danderyds skeppslag,Solna,I sakristian.,6583466.163,,,V,?,,sten,granit,fragment av runsten,59.38933243,,59.363,17.996,59.38933243,17.996
U 121 $ ,Frösunda,Solna sn,Danderyds skeppslag,Solna,,6584938.163,,"A4; B1; C2, C9; D1; E1; F3; 0",V,Pr4,Fot 2 (A); Ärnfast (A),sten,gråsten,runsten,59.40255651,,59.363,17.996,59.40255651,17.996
U 122 † ,Järva krog,Solna sn,Danderyds skeppslag,Solna,,6586352.163,,,V,Pr4,Öpir 1 (S),sten,,fragment av runsten,59.41525971,,59.363,17.996,59.41525971,17.996
U 123 † ,Karlberg,Solna sn,Danderyds skeppslag,Solna,,6582448.163,,"A2; B1; C6, C7; D4; E3; F3; 0",V,Pr3,Sigfast (S) och Ärnfast (S),sten,,berghäll,59.38020778,,59.363,17.996,59.38020778,17.996
U 124  ,Karlberg,Solna sn,Danderyds skeppslag,Solna,I Karlbergs park.,6582600.163,,A4; B1; C2; D1; E3; F3; 0,V,Pr3,Samma som gjort U 60.,sten,granit,runsten,59.3815783,,59.363,17.996,59.3815783,17.996
U 125  ,Tomteboda,Solna sn,Danderyds skeppslag,Solna,,6582981.163,,,V,?,,sten,gråsten,2 fragment av runsten,59.3850052,,59.363,17.996,59.3850052,17.996
U 126 $ ,Över-Järva,Solna sn,Danderyds skeppslag,Solna,Ett litet bevarat fragment finns i SHM (21389).,6587192.162,,,V,Fp,,sten,gråsten,runsten,59.42282507,,59.363,17.996,59.42282507,17.996
U 127  ,Danderyds kyrka,Danderyds sn,Danderyds skeppslag,Danderyd,,6589524.163,,A4; B3; C1; D1; E4; F3; 0,V,Pr2,Fot 2 (A),sten,granit,runsten,59.44377162,,59.399,18.036,59.44377162,18.036
U 128  ,Danderyds kyrka,Danderyds sn,Danderyds skeppslag,Danderyd,Vid västra innerväggen.,6589522.163,,,V,Pr5,Öpir 1 (A),sten,sandsten,runsten,59.44375913,,59.399,18.036,59.44375913,18.036
U 129 $ ,Danderyds kyrka,Danderyds sn,Danderyds skeppslag,Danderyd,Vid västra innerväggen.,6589522.163,,"A1; B1; C10; D1; E3, E7; F3; 0",V,?,,sten,sandsten,runsten,59.44376457,,59.399,18.036,59.44376457,18.036
U 130  ,Nora,Danderyds sn,Danderyds skeppslag,Danderyd,,6589240.163,,"A1 (?); B1; C9; D2; E3, E7; F3; 0",V,Pr4,"Åsmund (A), eventuellt samma som gjort U 509.",sten,,berghäll,59.44123766,,59.399,18.036,59.44123766,18.036
